"Data","Segmento","Empresa","GrupoProblema","Ocorrencias"
"2017","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Vivo - Telefônica (GVT)","Entrega do Produto",239
"2017","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Vivo - Telefônica (GVT)","Informação",610
"2017","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Vivo - Telefônica (GVT)","Saúde e Segurança",50
"2017","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Vivo - Telefônica (GVT)","Vício de Qualidade",8855
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Algar Celular","Atendimento / SAC",4
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Algar Celular","Cobrança / Contestação",25
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Algar Celular","Contrato / Oferta",6
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Algar Celular","Vício de Qualidade",9
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Algar Fixo","Atendimento / SAC",16
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Algar Fixo","Cobrança / Contestação",54
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Algar Fixo","Contrato / Oferta",30
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Algar Fixo","Informação",3
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Algar Fixo","Vício de Qualidade",22
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Algar TV","Atendimento / SAC",2
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Algar TV","Cobrança / Contestação",8
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Algar TV","Contrato / Oferta",2
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Algar TV","Vício de Qualidade",2
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Claro Celular","Atendimento / SAC",1055
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Claro Celular","Cobrança / Contestação",5123
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Claro Celular","Contrato / Oferta",1776
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Claro Celular","Entrega do Produto",15
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Claro Celular","Informação",159
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Claro Celular","Saúde e Segurança",11
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Claro Celular","Vício de Qualidade",970
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Claro Fixo - Embratel","Atendimento / SAC",76
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Claro Fixo - Embratel","Cobrança / Contestação",405
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Claro Fixo - Embratel","Contrato / Oferta",69
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Claro Fixo - Embratel","Entrega do Produto",5
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Claro Fixo - Embratel","Informação",5
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Claro Fixo - Embratel","Vício de Qualidade",41
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Claro TV","Atendimento / SAC",518
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Claro TV","Cobrança / Contestação",1624
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Claro TV","Contrato / Oferta",526
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Claro TV","Entrega do Produto",7
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Claro TV","Informação",76
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Claro TV","Vício de Qualidade",315
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Copel Telecom","Atendimento / SAC",33
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Copel Telecom","Cobrança / Contestação",43
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Copel Telecom","Contrato / Oferta",51
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Copel Telecom","Informação",1
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Copel Telecom","Vício de Qualidade",36
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Intelig","Atendimento / SAC",1
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Intelig","Cobrança / Contestação",1
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Intelig","Informação",1
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","NET","Atendimento / SAC",2032
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","NET","Cobrança / Contestação",7056
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","NET","Contrato / Oferta",3320
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","NET","Entrega do Produto",1
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","NET","Informação",209
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","NET","Vício de Qualidade",1927
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Net Caraguá","Cobrança / Contestação",2
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Net Caraguá","Contrato / Oferta",1
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Nextel","Atendimento / SAC",299
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Nextel","Cobrança / Contestação",1312
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Nextel","Contrato / Oferta",360
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Nextel","Entrega do Produto",6
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Nextel","Informação",19
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Nextel","Saúde e Segurança",4
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Nextel","Vício de Qualidade",269
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Oi Celular","Atendimento / SAC",738
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Oi Celular","Cobrança / Contestação",3372
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Oi Celular","Contrato / Oferta",1230
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Oi Celular","Entrega do Produto",24
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Oi Celular","Informação",64
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Oi Celular","Saúde e Segurança",3
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Oi Celular","Vício de Qualidade",661
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Oi Fixo","Atendimento / SAC",2311
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Oi Fixo","Cobrança / Contestação",13985
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Oi Fixo","Contrato / Oferta",4120
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Oi Fixo","Entrega do Produto",50
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Oi Fixo","Informação",143
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Oi Fixo","Saúde e Segurança",14
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Oi Fixo","Vício de Qualidade",2647
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","SKY","Atendimento / SAC",1077
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","SKY","Cobrança / Contestação",3180
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","SKY","Contrato / Oferta",1387
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","SKY","Informação",73
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","SKY","Vício de Qualidade",1034
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Tim","Atendimento / SAC",3151
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Tim","Cobrança / Contestação",9834
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Tim","Contrato / Oferta",5418
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Tim","Entrega do Produto",66
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Tim","Informação",415
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Tim","Saúde e Segurança",18
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Tim","Vício de Qualidade",3505
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Vivo - Telefônica (GVT)","Atendimento / SAC",3969
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Vivo - Telefônica (GVT)","Cobrança / Contestação",13408
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Vivo - Telefônica (GVT)","Contrato / Oferta",6279
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Vivo - Telefônica (GVT)","Entrega do Produto",194
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Vivo - Telefônica (GVT)","Informação",330
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Vivo - Telefônica (GVT)","Saúde e Segurança",30
"2018","Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)","Vivo - Telefônica (GVT)","Vício de Qualidade",5662
